,title,ROI,profit,prod_budget,dom_gross,world_gross,genres,director,writer,runtime_min,release_date
2395,knowing,272.900634,136450317,50000000,79957634,186450317,['None'],[nan],[nan],,2009-03-20
2396,konferenz der tiere,76.82846333333333,23048539,30000000,0,53048539,['None'],[nan],[nan],,2010-12-31
2397,kong skull island,203.28219405405403,376072059,185000000,168052812,561072059,"['Action', 'Adventure', 'Fantasy']",['Jordan Vogt-Roberts'],"['Max Borenstein', 'Merian C. Cooper', 'Edgar Wallace', 'John Gatins', 'Derek Connolly', 'Dan Gilroy']",118.0,2017-03-10
2398,krampus,311.92262,46788393,15000000,42725475,61788393,"['Comedy', 'Horror', 'Fantasy']",['Michael Dougherty'],"['Todd Casey', 'Zach Shields', 'Michael Dougherty']",98.0,2015-12-04
2399,krisha,382.74,114822,30000,144822,144822,"['Drama', 'None']",[nan],[nan],,2016-03-18
2400,krrish,224.30721,22430721,10000000,1430721,32430721,['None'],[nan],[nan],,2006-06-23
2401,krush groove,268.42376666666667,8052713,3000000,11052713,11052713,['None'],[nan],[nan],,1985-10-25
2402,kubo and the two strings,40.99658545454545,22548122,55000000,48023088,77548122,"['Animation', 'Adventure', 'Family', 'Action']",['Travis Knight'],"['Marc Haimes', 'Chris Butler', 'Shannon Tindle']",101.0,2016-08-19
2403,kundun,-79.69037857142857,-22313306,28000000,5686694,5686694,['None'],[nan],[nan],,1997-12-25
2404,kung fu hustle,410.17051999999995,82034104,20000000,17104669,102034104,['None'],[nan],[nan],,2005-04-08
2405,kung fu panda,386.0850238461539,501910531,130000000,215434591,631910531,['None'],[nan],[nan],,2008-06-06
2406,kung fu panda 2,343.22503133333333,514837547,150000000,165249063,664837547,"['None', 'Action', 'Adventure', 'Animation']",['Jennifer Yuh Nelson'],"['Glenn Berger', 'Cyrus Voris', 'Jonathan Aibel', 'Ethan Reiff']",90.0,2011-05-26
2407,kung fu panda 3,269.71367285714285,377599142,140000000,143528619,517599142,"['Comedy', 'Action', 'Family', 'Adventure', 'Animation']","['Jennifer Yuh Nelson', 'Alessandro Carloni']","['Glenn Berger', 'Cyrus Voris', 'Jonathan Aibel', 'Ethan Reiff']",95.0,2016-01-29
2408,kung pow enter the fist,70.33556,7033556,10000000,16033556,17033556,['None'],[nan],[nan],,2002-01-25
2409,kurmanjan datka,-100.0,-1400000,1400000,0,0,['None'],[nan],[nan],,2014-12-31
2410,kursk,-89.4680025,-35787201,40000000,0,4212799,['None'],[nan],[nan],,2019-06-21
2411,kurtlar vadisi irak,200.08092771084338,16606717,8300000,0,24906717,['None'],[nan],[nan],,2006-11-24
2412,kynodontas,325.2034055727554,1050407,323000,110248,1373407,['None'],[nan],[nan],,2010-06-25
2413,l a confidential,260.5856485714286,91204977,35000000,64604977,126204977,['None'],[nan],[nan],,1997-09-19
2414,l auberge espagnole,-33.97179661016949,-2004336,5900000,3895664,3895664,['None'],[nan],[nan],,2003-03-21
2415,l fe happens,-96.6768817204301,-899095,930000,30905,30905,['None'],[nan],[nan],,2012-04-13
2416,l i e,62.995000000000005,440965,700000,1140965,1140965,['None'],[nan],[nan],,2001-09-07
2417,l illusionniste,-49.35324117647058,-8390051,17000000,2231474,8609949,['None'],[nan],[nan],,2010-12-25
2418,l incomparable mademoiselle c,-85.47338235294117,-2906095,3400000,493905,493905,['None'],[nan],[nan],,2004-04-23
2419,la bamba,734.0833230769231,47715416,6500000,54215416,54215416,['None'],[nan],[nan],,1987-07-24
2420,la cara oculta,170.53580769230769,4433931,2600000,0,7033931,['None'],[nan],[nan],,2011-12-31
2421,la chambre bleue,38.95857142857143,545420,1400000,260441,1945420,['None'],[nan],[nan],,2014-10-03
2422,la famille bã lier,649.4424545454546,71438670,11000000,0,82438670,['None'],[nan],[nan],,2015-05-08
2423,la femme de chambre du titanic,-97.55534999999999,-9755535,10000000,244465,244465,['None'],[nan],[nan],,1998-08-14
2424,la fille du rer,-97.68707777777777,-8791837,9000000,208163,208163,['None'],[nan],[nan],,2010-01-22
2425,la grande bellezza,146.242875,17549145,12000000,2883879,29549145,['None'],[nan],[nan],,2013-11-15
2426,la guerre du feu,67.67668,8459585,12500000,20959585,20959585,['None'],[nan],[nan],,1982-02-12
2427,la la land,2031.755815,406351163,20000000,151101803,426351163,"['Comedy', 'Music', 'Drama', 'Romance']",['Damien Chazelle'],['Damien Chazelle'],128.0,2016-12-09
2428,la mala educaciã³n,706.23684,35311842,5000000,5211842,40311842,['None'],[nan],[nan],,2004-11-19
2429,la marche de l empereur,3819.8929117647062,129876359,3400000,77437223,133276359,['None'],[nan],[nan],,2005-06-24
2430,la mariã e ã tait en noir,-94.03400267737617,-702434,747000,44566,44566,['None'],[nan],[nan],,1968-06-25
2431,la misma luna,1268.9259411764706,21571741,1700000,12590147,23271741,['None'],[nan],[nan],,2008-03-19
2432,la mã me,471.68927096774195,73111837,15500000,10299782,88611837,['None'],[nan],[nan],,2007-06-08
2433,la navaja de don juan,-99.6455,-1195746,1200000,4254,4254,['None'],[nan],[nan],,2015-09-18
2434,la otra conquista,-74.67399999999999,-2613590,3500000,886410,886410,['None'],[nan],[nan],,2000-04-19
2435,la science des rãªves,152.29886666666667,9137932,6000000,4670644,15137932,['None'],[nan],[nan],,2006-09-22
2436,la vie d adã le â chapitres 1 2,336.4662666666667,17664479,5250000,2450504,22914479,['None'],[nan],[nan],,2013-10-11
2437,la vita ã bella,1046.926805,209385361,20000000,57598247,229385361,['None'],[nan],[nan],,1998-10-23
2438,la vã ritable histoire du chat bottã,-67.16562400000001,-16791406,25000000,0,8208594,['None'],[nan],[nan],,2011-10-04
2439,labor day,-21.16772222222222,-3810190,18000000,13371528,14189810,['None'],[nan],[nan],,2014-01-31
2440,ladder 49,70.55474666666667,42332848,60000000,74541707,102332848,['None'],[nan],[nan],,2004-10-01
2441,lady bird,686.1076899999999,68610769,10000000,48958273,78610769,"['Comedy', 'Drama']",['Greta Gerwig'],['Greta Gerwig'],94.0,2017-11-03
2442,lady in the water,-2.9531080000000003,-2214831,75000000,42285169,72785169,['None'],[nan],[nan],,2006-07-21
2443,lady in white,-63.72044680851063,-2994861,4700000,1705139,1705139,['None'],[nan],[nan],,1988-04-22
2444,ladyhawke,-8.0,-1600000,20000000,18400000,18400000,['None'],[nan],[nan],,1985-04-12
2445,lage raho munna bhai,1067.317074074074,28817561,2700000,2217561,31517561,['None'],[nan],[nan],,2006-09-01
2446,lake mungo,-100.0,-1100000,1100000,0,0,['None'],[nan],[nan],,2010-03-23
2447,lake of fire,-99.56654999999999,-5973993,6000000,25317,26007,['None'],[nan],[nan],,2007-10-03
2448,lake placid,17.668196296296294,4770413,27000000,31770413,31770413,['None'],[nan],[nan],,1999-07-16
2449,lakeview terrace,124.106495,24821299,20000000,39263506,44821299,['None'],[nan],[nan],,2008-09-19
2450,land of the lost,-30.451359,-30451359,100000000,49438370,69548641,['None'],[nan],[nan],,2009-06-05
2451,lara croft tomb raider,190.77679255319148,179330185,94000000,131144183,273330185,['None'],[nan],[nan],,2001-06-15
2452,lara croft tomb raider the cradle of life,74.54771444444445,67092943,90000000,65653758,157092943,['None'],[nan],[nan],,2003-07-25
2453,larry crowne,104.83045,31449135,30000000,35608245,61449135,"['None', 'Romance', 'Drama', 'Comedy']",['Tom Hanks'],"['Tom Hanks', 'Nia Vardalos']",98.0,2011-07-01
2454,larry the cable guy health inspector,-7.764123529411765,-1319901,17000000,15680099,15680099,['None'],[nan],[nan],,2006-03-24
2455,lars and the real girl,-9.783047999999999,-1222881,12500000,5956480,11277119,['None'],[nan],[nan],,2007-10-12
2456,last action hero,61.527634117647054,52298489,85000000,50016394,137298489,['None'],[nan],[nan],,1993-06-18
2457,last holiday,-3.681673333333333,-1656753,45000000,38399961,43343247,['None'],[nan],[nan],,2006-01-13
2458,last man standing,-72.96130298507462,-48884073,67000000,18115927,18115927,['None'],[nan],[nan],,1996-09-20
2459,last orders,-80.613275,-9673593,12000000,2326407,2326407,['None'],[nan],[nan],,2002-02-15
2460,last vegas,303.2648821428571,84914167,28000000,63914167,112914167,"['None', 'Drama', 'Comedy']",['Jon Turteltaub'],['Dan Fogelman'],105.0,2013-01-28
2461,late night,-93.842375,-3753695,4000000,246305,246305,"['None', 'Drama', 'Comedy']",['Nisha Ganatra'],['Mindy Kaling'],102.0,2019-06-07
2462,latter days,1.848,15708,850000,833118,865708,['None'],[nan],[nan],,2004-01-30
2463,law abiding citizen,147.47128490566038,78159781,53000000,73357727,131159781,['None'],[nan],[nan],,2009-10-16
2464,lawless,109.20648846153847,28393687,26000000,37397291,54393687,"['Drama', 'Crime']",['John Hillcoat'],"['Nick Cave', 'Matt Bondurant']",116.0,2012-08-29
2465,lawrence of arabia,366.6359,54995385,15000000,37495385,69995385,['None'],[nan],[nan],,1962-12-16
2466,laws of attraction,-6.41149375,-2051678,32000000,17848322,29948322,['None'],[nan],[nan],,2004-04-30
2467,layer cake,80.70663076923077,5245931,6500000,2339957,11745931,['None'],[nan],[nan],,2005-05-13
2468,lbj,-87.464095,-17492819,20000000,2468683,2507181,"['Drama', 'None']",[nan],[nan],,2017-11-03
2469,le bonheur d elza,-100.0,-900000,900000,0,0,['None'],[nan],[nan],,2015-05-05
2470,le fabuleux destin d amã lie poulain,1583.1078357487922,163851661,10350000,33201661,174201661,['None'],[nan],[nan],,2001-11-02
2471,le havre,145.09447272727272,7980196,5500000,611709,13480196,"['Drama', 'Comedy']",['Aki Kaurismäki'],['Aki Kaurismäki'],93.0,2011-10-21
2472,le hussard sur le toit,-96.22844857142857,-33679957,35000000,1320043,1320043,['None'],[nan],[nan],,1996-04-19
2473,le nom des gens,101.34154347826087,4661711,4600000,514237,9261711,['None'],[nan],[nan],,2011-06-24
2474,le passã,96.9071875,7752575,8000000,1335672,15752575,['None'],[nan],[nan],,2013-12-20
2475,le petit nicolas,74.46522,22339566,30000000,201857,52339566,['None'],[nan],[nan],,2010-02-19
2476,le prã nom,130.0673181818182,14307405,11000000,61611,25307405,['None'],[nan],[nan],,2012-11-16
2477,le scaphandre et le papillon,62.53194285714285,8754472,14000000,5990075,22754472,['None'],[nan],[nan],,2007-11-30
2478,le violon rouge,0.19109,19109,10000000,10019109,10019109,['None'],[nan],[nan],,1999-06-11
2479,lean on pete,-69.3121625,-5544973,8000000,1163056,2455027,"['Drama', 'Adventure', 'None']",[nan],[nan],,2018-04-06
2480,leap year,71.67852631578947,13618920,19000000,25918920,32618920,"['Comedy', 'Romance']","['Michael Rowe', 'Anand Tucker']","['Deborah Kaplan', 'Michael Rowe', 'Harry Elfont', 'Lucía Carreras']",100.0,2010-01-08
2481,leatherheads,-28.70926206896552,-16651372,58000000,31373938,41348628,['None'],[nan],[nan],,2008-04-04
2482,leaves of grass,-99.0497,-8914473,9000000,70066,85527,['None'],[nan],[nan],,2010-04-02
2483,leaving las vegas,1145.0,45800000,4000000,31983777,49800000,['None'],[nan],[nan],,1995-10-27
2484,lee daniels the butler,490.08499333333333,147025498,30000000,116632095,177025498,"['None', 'Biography', 'Drama']",['Lee Daniels'],"['Danny Strong', 'Wil Haygood']",132.0,2013-08-16
2485,left behind,-77.18194054054054,-14278659,18500000,4221341,4221341,"['None', 'Action', 'Thriller', 'Science Fiction', 'Fantasy', 'Drama']","[nan, 'Vic Armstrong']","[nan, 'Paul Lalonde', 'Jerry B. Jenkins', 'John Patus', 'Tim LaHaye']",110.0,2001-02-02
2486,legal eagles,24.628977499999998,9851591,40000000,49851591,49851591,['None'],[nan],[nan],,1986-06-18
2487,legally blonde,687.8290833333334,123809235,18000000,96493426,141809235,['None'],[nan],[nan],,2001-07-13
2488,legally blonde 2 red white blonde,401.356352,100339088,25000000,90639088,125339088,['None'],[nan],[nan],,2003-07-02
2489,legend,-5.975052,-1493763,25000000,15502112,23506237,"['Thriller', 'Adventure', 'Crime', 'Biography', 'Fantasy', 'Drama']","[nan, 'Brian Helgeland']","[nan, 'John Pearson', 'Brian Helgeland']",132.0,1986-04-18
2490,legend of the guardians the owls of ga hoole,39.716717,39716717,100000000,55675313,139716717,"['Action', 'Family', 'Adventure', 'Animation', 'Fantasy']",['Zack Snyder'],"['John Orloff', 'Emil Stern', 'Kathryn Lasky']",97.0,2010-09-24
2491,legends of oz dorothyâ s return,-71.27438142857143,-49892067,70000000,8462347,20107933,['None'],[nan],[nan],,2014-05-09
2492,legends of the fall,435.0085766666667,130502573,30000000,66502573,160502573,['None'],[nan],[nan],,1994-12-23
2493,legion,160.18297692307692,41647574,26000000,40168080,67647574,"['Action', 'Horror', 'Fantasy']",['Scott Stewart'],"['Peter Schink', 'Scott Stewart']",100.0,2010-01-22
2494,lemony snicket s a series of unfortunate events,112.956024,112956024,100000000,118627117,212956024,"['Comedy', 'Adventure', 'Family', 'None']",[nan],[nan],,2004-12-17
2495,les bronzã s 3 amis pour la vie,99.6038142857143,41833602,42000000,0,83833602,['None'],[nan],[nan],,2006-12-31
2496,les choristes,1418.7228727272727,78029758,5500000,3629758,83529758,['None'],[nan],[nan],,2004-11-26
2497,les couloirs du temps les visiteurs 2,30.73036,6146072,20000000,146072,26146072,['None'],[nan],[nan],,1998-03-27
2498,les herbes folles,-86.40034285714286,-12096048,14000000,403952,1903952,['None'],[nan],[nan],,2010-06-25
2499,les intouchables,4389.5652314814815,474073045,10800000,13182281,484873045,['None'],[nan],[nan],,2012-05-25
2500,les invasions barbares,418.27738,20913869,5000000,8460000,25913869,['None'],[nan],[nan],,2003-05-09
2501,les miserables,580.2600799999999,377169052,65000000,148809770,442169052,['None'],[nan],[nan],,2012-12-25
2502,les petits mouchoirs,94.123548,23530887,25000000,205505,48530887,['None'],[nan],[nan],,2012-08-24
2503,les triplettes de belleville,770.1584,15403168,2000000,7301288,17403168,['None'],[nan],[nan],,2003-11-26
2504,les visiteurs,1310.7714285714285,91754000,7000000,659000,98754000,['None'],[nan],[nan],,1996-07-12
2505,lesbian vampire killers,81.0451,1620902,2000000,0,3620902,['None'],[nan],[nan],,2009-12-29
2506,let me in,41.351995,8270399,20000000,12134935,28270399,"['Drama', 'Horror', 'Fantasy', 'Mystery']",['Matt Reeves'],"['John Ajvide Lindqvist', 'Matt Reeves']",116.0,2010-10-01
2507,let s go to prison,15.751124999999998,630045,4000000,4630045,4630045,['None'],[nan],[nan],,2006-11-17
2508,let s kill ward s wife,-100.0,-5000000,5000000,0,0,['None'],[nan],[nan],,2015-01-09
2509,let s talk about sex,24.538333333333334,73615,300000,373615,373615,['None'],[nan],[nan],,1998-09-11
2510,let there be light,141.37696666666665,4241309,3000000,7233471,7241309,['Drama'],"['Van Royko', 'Mila Aung-Thwin', 'Kevin Sorbo']","['Sam Sorbo', 'Mila Aung-Thwin', 'Dan Gordon']",100.0,2017-10-27
2511,lethal weapon,701.2823333333333,105192350,15000000,65192350,120192350,['None'],[nan],[nan],,1987-03-06
2512,lethal weapon 3,813.4285714285713,284700000,35000000,144731527,319700000,['None'],[nan],[nan],,1992-05-15
2513,lethal weapon 4,103.85714285714285,145400000,140000000,130444603,285400000,['None'],[nan],[nan],,1998-07-10
2514,letters from iwo jima,422.0615230769231,54867998,13000000,13756082,67867998,['None'],[nan],[nan],,2006-12-20
2515,letters to god,7.915066666666666,237452,3000000,2848587,3237452,"['Drama', 'Family']","['Patrick Doughtie', 'David Nixon']","[""Art D'Alessandro"", 'Sandra Thrift', 'Cullen Douglas', 'Patrick Doughtie']",110.0,2010-04-09
2516,letters to juliet,173.82846,52148538,30000000,53032453,82148538,"['Comedy', 'Adventure', 'Drama', 'Romance']",['Gary Winick'],"['Jose Rivera', 'Tim Sullivan']",105.0,2010-05-14
2517,letâ s be cops,705.2398470588236,119890774,17000000,82390774,136890774,['None'],[nan],[nan],,2014-08-13
2518,liar liar,572.6902555555555,257710615,45000000,181410615,302710615,['None'],[nan],[nan],,1997-03-21
2519,licence to kill,271.8262261904762,114167015,42000000,34667015,156167015,['None'],[nan],[nan],,1989-07-14
2520,license to wed,100.53453714285713,35187088,35000000,43799818,70187088,['None'],[nan],[nan],,2007-07-03
2521,lies in plain sight,-100.0,-2100000,2100000,0,0,['None'],[nan],[nan],,2010-12-31
2522,life,-1.9712173333333332,-1478413,75000000,64062587,73521587,"['None', 'Thriller', 'Horror', 'Science Fiction', 'Sci-Fi']","[nan, 'Daniel Espinosa']","[nan, 'Paul Wernick', 'Rhett Reese']",104.0,1999-04-16
2523,life as a house,32.71754444444445,5889158,18000000,15652637,23889158,['None'],[nan],[nan],,2001-10-26
2524,life as we know it,178.65220263157894,67887837,38000000,53374681,105887837,"['None', 'Romance', 'Drama', 'Comedy']",['Greg Berlanti'],"['Kristin Robinson', 'Ian Deitchman']",114.0,2010-10-08
2525,life before her eyes,-39.97134166666667,-4796561,12000000,303439,7203439,['None'],[nan],[nan],,2008-04-18
2526,life during wartime,-93.74562222222222,-4218553,4500000,281447,281447,['None'],[nan],[nan],,2010-07-23
2527,life of brian,411.707625,16468305,4000000,20182359,20468305,['None'],[nan],[nan],,1979-08-17
2528,life of pi,417.42666916666667,500912003,120000000,124987022,620912003,"['Drama', 'Action', 'Adventure', 'Fantasy']",['Ang Lee'],"['David Magee', 'Yann Martel']",127.0,2012-11-21
2529,life of the party,119.19970333333335,35759911,30000000,53059911,65759911,['Comedy'],['Ben Falcone'],"['Ben Falcone', 'Melissa McCarthy']",105.0,2018-05-11
2530,life or something like it,-63.878527500000004,-25551411,40000000,14448589,14448589,['None'],[nan],[nan],,2002-04-26
2531,lifeforce,-53.58582,-13396455,25000000,11603545,11603545,['None'],[nan],[nan],,1985-06-21
2532,light from the darkroom,-100.0,-600000,600000,0,0,"['None', 'Action', 'Thriller', 'Drama']",['Lance McDaniel'],"['Al Reinert', 'Kathleen Rooney', 'Sean Lynch']",90.0,2014-12-31
2533,light it up,-54.833823076923075,-7128397,13000000,5871603,5871603,['None'],[nan],[nan],,1999-11-10
2534,light sleeper,-78.98277999999999,-3949139,5000000,1050861,1050861,['None'],[nan],[nan],,1992-09-21
2535,lights out,2876.1302,143806510,5000000,67268835,148806510,"['Drama', 'Horror', 'Thriller', 'Mystery']",['David F. Sandberg'],"['Eric Heisserer', 'David F. Sandberg']",81.0,2016-07-22
2536,like crazy,1391.3600000000001,3478400,250000,3395391,3728400,"['Drama', 'Romance']",['Drake Doremus'],"['Drake Doremus', 'Ben York Jones']",86.0,2011-10-28
2537,like mike,108.10807666666666,32432423,30000000,51432423,62432423,['None'],[nan],[nan],,2002-07-03
